House,Brand,PL,CFG,a12,a6,ap12,c12,cfwd,cuts,e6,ep6,last_cons,cut_rate,fwd_vs_run,epos_g,sellin_g
Gucci,Gucci Guilty (00840),Gucci Guilty Elixir PF (00006600),P_US_ALL_OTHERS,5482.0,1244.0,16942.0,7232.0,7232.0,0.0,1838.0,4062.0,2027.M06,0.0,1.3192265596497628,-0.5475135401280158,-0.8531460276236572
Gucci,Gucci Guilty (00840),Gucci Guilty Elixir PF (00006600),P_US_ULTA,326.0,26.0,5758.0,35.0,35.0,0.0,149.0,198.0,2026.M11,0.0,0.10736196319018405,-0.2474747474747475,-0.990969086488364
Gucci,Gucci Guilty (00840),Gucci Guilty Elixir PH (00006599),P_US_ALL_OTHERS,42358.0,23050.0,187322.0,21809.0,21809.0,122.0,13928.0,16956.0,2027.M06,0.002871939736346516,0.5148732234760848,-0.1785798537390894,-0.7538997021172099
Gucci,Gucci Guilty (00840),Gucci Guilty Elixir PH (00006599),P_US_ULTA,2957.0,1373.0,6985.0,3227.38775510204,3227.38775510204,0.0,1520.0,2070.0,2027.M06,0.0,1.0914398901258167,-0.26570048309178745,-0.6068718682891912
Gucci,Gucci Guilty (00840),Gucci Guilty Intense (00003468),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty Intense Pour Homme (00003469),P_US_ALL_OTHERS,0.0,0.0,0.0,34175.0,34175.0,0.0,0.0,0.0,2027.M04,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions (00006601),P_US_ALL_OTHERS,1018.0,662.0,25744.0,0.0,0.0,1.0,0.0,0.0,,0.0009813542688910696,0.0,,-0.9485705407085147
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions (00006601),P_US_ULTA,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.0
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions F (00007090),P_US_ALL_OTHERS,69044.0,15660.0,134489.0,131724.0,131724.0,838.0,16270.0,21209.0,2027.M06,0.011991643055436306,1.907826892995771,-0.23287283700315903,-0.767118500397802
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions F (00007090),P_US_ULTA,38887.0,26356.0,30674.0,2013.0,2013.0,382.0,6695.0,12533.0,2027.M06,0.009727775089765463,0.05176537146089953,-0.46581026091119443,0.7184586294581731
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions M (00007089),P_US_ALL_OTHERS,73510.0,23357.0,157771.0,114324.0,114324.0,1608.0,16437.0,19422.0,2027.M06,0.021406320722063953,1.5552169772820024,-0.15369168983626816,-0.7039126328666231
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions M (00007089),P_US_ULTA,16310.0,4439.0,28929.0,1649.0,1649.0,1689.0,4479.0,8860.0,2027.M06,0.09383854658592145,0.10110361741263028,-0.49446952595936794,-0.6931107193473677
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PF (00007144),P_US_ALL_OTHERS,5781.0,281.0,245.0,622.7272727272727,622.7272727272727,0.0,445.0,1264.0,2027.M06,0.0,0.1077196458618358,-0.6479430379746836,1.2938775510204081
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PF (00007144),P_US_ULTA,348.0,35.0,0.0,97.0,97.0,0.0,77.0,158.0,2027.M06,0.0,0.27873563218390807,-0.5126582278481012,
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PH (00007143),P_US_ALL_OTHERS,22010.0,3020.0,141.0,4946.793103448275,4946.793103448275,0.0,2520.0,9360.0,2027.M06,0.0,0.2247520719422206,-0.7307692307692307,41.836879432624116
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PH (00007143),P_US_ULTA,414.0,133.0,0.0,190.2068965517241,190.2068965517241,0.0,119.0,199.0,2027.M06,0.0,0.4594369481925703,-0.4020100502512563,
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PH PF (00006775),P_US_ALL_OTHERS,82383.0,32336.0,82719.0,56360.0,56360.0,516.0,0.0,0.0,2027.M06,0.006224441790612673,0.6841217241421167,,-0.21817236668721818
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PH PF (00006775),P_US_ULTA,20232.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Gucci,Gucci Guilty (00840),Gucci Guilty New Core PH (00007122),P_US_ALL_OTHERS,4479.0,4479.0,0.0,67535.0,67535.0,0.0,0.0,0.0,2027.M05,0.0,15.078142442509488,,
Gucci,Gucci Guilty (00840),Gucci Guilty New27 pour Homme (00007262),P_US_ALL_OTHERS,63614.0,63614.0,0.0,687453.0,692806.0,0.0,0.0,0.0,2029.M03,0.0,10.80663061590216,,
Gucci,Gucci Guilty (00840),Gucci Guilty New27 pour Homme (00007262),P_US_ULTA,0.0,0.0,0.0,25410.0,25410.0,0.0,0.0,0.0,2026.M08,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty PF 21 (00005854),P_US_ALL_OTHERS,124489.0,42456.0,123765.0,70161.0,70161.0,5865.0,21307.0,37173.0,2027.M06,0.044992865581416755,0.563591963948622,-0.4268151615419794,-0.31392558477760274
Gucci,Gucci Guilty (00840),Gucci Guilty PF 21 (00005854),P_US_ULTA,66196.0,12164.0,42645.0,22391.0,22391.0,9715.0,9696.0,13580.0,2027.M06,0.12797881729920565,0.3382530666505529,-0.2860088365243004,-0.4295228045491851
Gucci,Gucci Guilty (00840),Gucci Guilty PF NEW 22 (00006018),P_US_ALL_OTHERS,4553.0,675.0,14690.0,13496.493333333332,13496.493333333332,3755.0,1400.0,4569.0,2027.M06,0.4519740009629273,2.964307782414525,-0.6935872182096738,-0.9081007488087134
Gucci,Gucci Guilty (00840),Gucci Guilty PF NEW 22 (00006018),P_US_ULTA,4187.0,1539.0,1789.0,1665.673333333333,1665.673333333333,16271.0,1426.0,2005.0,2027.M06,0.7953367875647669,0.3978202372422577,-0.2887780548628429,0.7205142537730576
Gucci,Gucci Guilty (00840),Gucci Guilty PH Eau de Parfum (00005405),P_US_ALL_OTHERS,464068.0,276592.0,373636.0,1355580.0,1355580.0,11730.0,36324.0,56495.0,2027.M06,0.024653319265738823,2.921080531301447,-0.3570404460571732,0.48054256013874463
Gucci,Gucci Guilty (00840),Gucci Guilty PH Eau de Parfum (00005405),P_US_ULTA,97628.0,38384.0,158408.0,20655.5,20655.5,9324.0,12613.0,12686.0,2027.M06,0.08717929538484553,0.21157352398901955,-0.005754374901466183,-0.515378011211555
Gucci,Gucci Guilty (00840),Gucci Guilty PH NEW 22 (00006019),P_US_ALL_OTHERS,20480.0,5059.0,50368.0,15430.0,15430.0,1457.0,7225.0,12059.0,2027.M06,0.06641746820440352,0.75341796875,-0.40086242640351605,-0.7991184879288437
Gucci,Gucci Guilty (00840),Gucci Guilty PH NEW 22 (00006019),P_US_ULTA,8084.0,4235.0,12092.0,5167.0,5167.0,3398.0,2671.0,4544.0,2027.M06,0.2959414736108692,0.6391637803067788,-0.4121919014084507,-0.2995368838901753
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Femme (00003462),P_US_ALL_OTHERS,0.0,0.0,0.0,3627.0,3627.0,0.0,0.0,0.0,2026.M10,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Femme EDP (00005015),P_US_ALL_OTHERS,69060.0,29147.0,168907.0,36166.0,36166.0,11490.0,15415.0,24953.0,2027.M06,0.14264432029795157,0.5236895453229076,-0.38223860858413816,-0.6548751679918535
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Femme EDP (00005015),P_US_ULTA,23754.0,18969.0,50614.0,7703.0,7703.0,14267.0,2852.0,4156.0,2027.M06,0.3752399989479498,0.324282226151385,-0.31376323387872956,-0.250444541036077
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Femme LE 20 (00005330),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Femme LE21 (00005824),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Homme (00003463),P_US_ALL_OTHERS,615401.0,294183.0,687227.0,399423.8613445378,399423.8613445378,10984.0,70724.0,110859.0,2027.M06,0.017535541240610807,0.649046493821976,-0.362036460729395,-0.14385494167138368
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Homme (00003463),P_US_ULTA,52949.0,23691.0,52736.0,50971.1386554621,50971.1386554621,1502.0,9269.0,24621.0,2027.M06,0.027584433711042956,0.9626459169287824,-0.6235327565899029,-0.10152457524271845
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Homme LE20 (00005331),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Homme LE21 (00005825),P_US_ALL_OTHERS,0.0,0.0,0.0,16484.0,16484.0,0.0,0.0,0.0,2027.M06,,,,
Gucci,Gucci Guilty (00840),Gucci Guilty Supreme Male (00006459),P_US_ALL_OTHERS,0.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.0
Gucci,Gucci Heritage Lines (00843),Gucci Rush (00003480),P_US_ALL_OTHERS,6138.0,3615.0,1063.0,1612.0,1612.0,0.0,1040.0,540.0,2027.M06,0.0,0.26262626262626265,0.9259259259259259,5.801505174035748
Gucci,Gucci Luxury Collection (01096),Gucci Luxury Collection (00004823),P_US_ALL_OTHERS,134496.0,86737.0,380328.0,333107.4666666665,333107.4666666665,427.0,1065.0,1781.0,2027.M06,0.003164768052889426,2.4767090966769754,-0.40202133632790565,-0.5438831745230432
Gucci,Gucci Luxury Collection (01096),Gucci Luxury Collection ROSES AND MUSKS (00006656),P_US_ALL_OTHERS,57427.0,21567.0,16.0,30848.66666666666,30848.66666666666,0.0,150.0,152.0,2027.M06,0.0,0.5371805364491731,-0.013157894736842105,2694.875
Gucci,Gucci Luxury Collection (01096),Gucci Luxury Collection SMALL SIZES (00006654),P_US_ALL_OTHERS,6030.0,3532.0,2009.0,7251.66666666666,7251.66666666666,1466.0,1617.0,1509.0,2027.M06,0.1955709711846318,1.2025981205085672,0.07157057654075547,2.516177202588352
Gucci,Gucci Luxury Collection (01096),Gucci Luxury Collection SMALL SIZES (00006654),P_US_ULTA,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,2026.M08,,,,
Gucci,Gucci Memoire d'une Odeur (01101),Gucci Memoire d'une Odeur - EDP (00004836),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,,,,-1.0,
Gucci,Gucci by Gucci (00839),Gucci Oud Intense (00003457),P_US_ALL_OTHERS,11039.0,4199.0,9169.0,9255.0,9255.0,1507.0,4007.0,4831.0,2027.M06,0.1201179658855412,0.8383911586194401,-0.1705651003932933,-0.0840876867706402
Gucci,Gucci by Gucci (00839),Gucci by Gucci Pour Homme (00003453),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci,Gucci by Gucci (00839),Gucci by Gucci Pour Homme II (00003454),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci Make up,Gucci Eyes (01199),Gucci Brow Pen (00005650),P_US_ALL_OTHERS,3251.0,1438.0,8824.0,1586.0,1586.0,1813.0,1247.0,2169.0,2027.M06,0.3580173775671406,0.4878498923408182,-0.4250806823420931,-0.6740707162284678
Gucci Make up,Gucci Eyes (01199),Gucci Brow Pen (00005650),P_US_ULTA,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Eyes (01199),Gucci D(EYE)Y Palette (00005655),P_US_ALL_OTHERS,532.0,44.0,1344.0,263.0,263.0,387.0,200.0,802.0,2027.M06,0.4211099020674646,0.4943609022556391,-0.7506234413965087,-0.9345238095238095
Gucci Make up,Gucci Eyes (01199),Gucci Extra Volume Mascara (00005656),P_US_ALL_OTHERS,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Gucci Make up,Gucci Eyes (01199),Gucci Eye Khôl (00005653),P_US_ALL_OTHERS,4390.0,1709.0,12226.0,2463.0,2463.0,127.0,1564.0,2435.0,2027.M06,0.028116006198804517,0.5610478359908884,-0.35770020533880903,-0.7204318665139866
Gucci Make up,Gucci Eyes (01199),Gucci Eye Khôl (00005653),P_US_ULTA,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Eyes (01199),Gucci Eye Shadow Palette (00005856),P_US_ALL_OTHERS,2895.0,2895.0,150.0,1006.0,1006.0,0.0,1055.0,0.0,2026.M08,0.0,0.3474956822107081,,37.6
Gucci Make up,Gucci Eyes (01199),Gucci Eyelashes (00006501),P_US_ALL_OTHERS,0.0,0.0,1736.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.0
Gucci Make up,Gucci Eyes (01199),Gucci Eyeliner (00005652),P_US_ALL_OTHERS,984.0,314.0,4253.0,678.0,678.0,0.0,373.0,826.0,2027.M06,0.0,0.6890243902439024,-0.5484261501210653,-0.8523395250411474
Gucci Make up,Gucci Eyes (01199),Gucci Mascara Ultra Volume (00006080),P_US_ALL_OTHERS,20931.0,13226.0,35191.0,15885.0,15885.0,404.0,2942.0,4798.0,2027.M06,0.018936020623388797,0.758922172853662,-0.38682784493538974,-0.24833053905828195
Gucci Make up,Gucci Eyes (01199),Gucci Multidimensional Mascara (00005647),P_US_ALL_OTHERS,59662.0,17017.0,114340.0,55999.0,55999.0,3335.0,15747.0,18199.0,2027.M06,0.0529390288426433,0.938604136636385,-0.13473267761964944,-0.7023438866538394
Gucci Make up,Gucci Eyes (01199),Gucci Waterproof Mascara (00005649),P_US_ALL_OTHERS,500.0,100.0,32216.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,-0.9937919046436553
Gucci Make up,Gucci Face (01201),Gucci Beauty Powder No Talc (00007041),P_US_ALL_OTHERS,26655.0,9365.0,6789.0,22509.66666666666,22509.66666666666,3240.0,9123.0,10859.0,2027.M06,0.10837932764676367,0.8444819608578751,-0.15986739110415324,1.7588746501693917
Gucci Make up,Gucci Face (01201),Gucci Blush Powder (00006171),P_US_ALL_OTHERS,37892.0,12518.0,63433.0,48671.0,48671.0,14377.0,12142.0,21295.0,2027.M06,0.27505787369186324,1.2844663781273091,-0.4298192063864757,-0.6053158450648716
Gucci Make up,Gucci Face (01201),Gucci Blush Powder (00006171),P_US_ULTA,0.0,0.0,0.0,166.0,166.0,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Face (01201),Gucci Color Correcting Powder (00007043),P_US_ALL_OTHERS,0.0,0.0,0.0,528.0,528.0,0.0,0.0,0.0,2027.M05,,,,
Gucci Make up,Gucci Face (01201),Gucci Compact Finishing Powder (00005674),P_US_ALL_OTHERS,27.0,3.0,19463.0,103.0,103.0,0.0,16.0,621.0,2027.M06,0.0,3.814814814814815,-0.9742351046698873,-0.9996917227559986
Gucci Make up,Gucci Face (01201),Gucci Cream (00006636),P_US_ALL_OTHERS,126514.0,12203.0,92941.0,65180.6666666666,65180.6666666666,30.0,7258.0,10853.0,2027.M06,0.0002370716904792009,0.5152051683344657,-0.3312448171012623,-0.7374032988670232
Gucci Make up,Gucci Face (01201),Gucci Face Bronzing Powder (00005685),P_US_ALL_OTHERS,58832.0,30371.0,43048.0,75427.0,75427.0,98361.0,27279.0,22573.0,2027.M06,0.6257339703421908,1.2820743812890945,0.2084791565144199,0.41102954841107603
Gucci Make up,Gucci Face (01201),Gucci Face Compact Primer (00005682),P_US_ALL_OTHERS,167.0,0.0,4173.0,0.0,0.0,0.0,4.0,357.0,,0.0,0.0,-0.988795518207283,-1.0
Gucci Make up,Gucci Face (01201),Gucci Face Concealer (00005677),P_US_ALL_OTHERS,18634.0,5900.0,95434.0,73340.0,73340.0,16566.0,6187.0,7844.0,2027.M06,0.470625,3.9358162498658364,-0.21124426313105557,-0.8763543391244211
Gucci Make up,Gucci Face (01201),Gucci Face Cushion (00005684),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci Make up,Gucci Face (01201),Gucci Face Liquid Primer (00005678),P_US_ALL_OTHERS,18832.0,11341.0,26505.0,13286.0,13286.0,642.0,3003.0,3521.0,2027.M06,0.03296703296703297,0.7055012744265081,-0.147117296222664,-0.14423693642708924
Gucci Make up,Gucci Face (01201),Gucci Face Multiline (00005680),P_US_ALL_OTHERS,1032.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
Gucci Make up,Gucci Face (01201),Gucci Glow Blush (00007042),P_US_ALL_OTHERS,25675.0,8892.0,0.0,27939.96666666666,27939.96666666666,5689.0,7453.0,3757.0,2027.M06,0.18138630276750414,1.0882168127231415,0.9837636412030876,
Gucci Make up,Gucci Face (01201),Gucci Glow Cushion (00007044),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci Make up,Gucci Face (01201),Gucci Highlighting Powder (00006538),P_US_ALL_OTHERS,29068.0,9601.0,41064.0,13496.633333333326,13496.633333333326,1803.0,10410.0,14734.0,2027.M06,0.05840432768617797,0.4643124168616116,-0.2934708836704222,-0.5323884667835573
Gucci Make up,Gucci Face (01201),Gucci Liquid Light Drop (00006279),P_US_ALL_OTHERS,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.0
Gucci Make up,Gucci Face (01201),Gucci Matt Foundation (00006173),P_US_ALL_OTHERS,24297.0,9978.0,188827.0,23535.0,23535.0,49303.0,8383.0,7711.0,2027.M06,0.6698777173913043,0.9686381034695641,0.08714822980158216,-0.8943159611708071
Gucci Make up,Gucci Face (01201),Gucci Matt Foundation (00006173),P_US_ULTA,0.0,0.0,0.0,44.0,44.0,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Face (01201),Gucci Multi Usage Gloss (00005676),P_US_ALL_OTHERS,2444.0,1029.0,3262.0,1758.0,1758.0,2264.0,1128.0,1314.0,2027.M05,0.48088360237892946,0.7193126022913257,-0.1415525114155251,-0.36909871244635195
Gucci Make up,Gucci Face (01201),Gucci Satin Liquid Foundation (00005672),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci Make up,Gucci Face (01201),Gucci Setting Spray (00005881),P_US_ALL_OTHERS,5676.0,2832.0,5605.0,4622.0,4622.0,750.0,2039.0,2366.0,2027.M06,0.11671335200746966,0.8143058491895702,-0.1382079459002536,0.010526315789473684
Gucci Make up,Gucci Lips (01200),Gucci Glitter lipstick (00005665),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci Make up,Gucci Lips (01200),Gucci Lip Balm (00005662),P_US_ALL_OTHERS,2536.0,932.0,5629.0,1302.0,1302.0,154.0,945.0,1286.0,2027.M06,0.05724907063197026,0.5134069400630915,-0.2651632970451011,-0.6688577011902647
Gucci Make up,Gucci Lips (01200),Gucci Lip Balm Pot (00005668),P_US_ALL_OTHERS,6761.0,2103.0,8613.0,3923.0,3923.0,2536.0,2400.0,3579.0,2027.M06,0.27277616435409274,0.5802396095252181,-0.3294216261525566,-0.5116684082201324
Gucci Make up,Gucci Lips (01200),Gucci Lip Gloss (00005667),P_US_ALL_OTHERS,89583.0,81684.0,16373.0,32053.0,32053.0,321.0,3490.0,7784.0,2027.M06,0.0035704751735184197,0.35780226158981054,-0.5516443987667009,8.977890429365418
Gucci Make up,Gucci Lips (01200),Gucci Lip Gloss (00005667),P_US_ULTA,0.0,0.0,0.0,43.0,43.0,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Lips (01200),Gucci Lip Liner (00005855),P_US_ALL_OTHERS,2410.0,867.0,6104.0,600.0,600.0,513.0,851.0,1368.0,2027.M06,0.17550461854259322,0.24896265560165975,-0.37792397660818716,-0.7159239842726082
Gucci Make up,Gucci Lips (01200),Gucci Lip Liner (00005855),P_US_ULTA,0.0,0.0,0.0,37.5,37.5,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Lips (01200),Gucci Lip Plumping Gloss (00006486),P_US_ALL_OTHERS,0.0,0.0,0.0,13459.0,13459.0,0.0,0.0,0.0,2026.M09,,,,
Gucci Make up,Gucci Lips (01200),Gucci Liquid Tint Lipstick (00007209),P_US_ALL_OTHERS,37261.0,37261.0,0.0,42117.0,42117.0,18361.0,16557.0,0.0,2027.M05,0.330103196576894,1.1303239311881055,,
Gucci Make up,Gucci Lips (01200),Gucci Matte Lipstick (00005663),P_US_ALL_OTHERS,137192.0,62854.0,207969.0,95384.0,95384.0,18804.0,11455.0,19417.0,2027.M06,0.12054155234749608,0.6952591987871013,-0.41005304629963435,-0.3955445282710404
Gucci Make up,Gucci Lips (01200),Gucci Matte Lipstick (00005663),P_US_ULTA,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Lips (01200),Gucci Matte lip liquid (00005670),P_US_ALL_OTHERS,13914.0,4720.0,19344.0,10009.93333333332,10009.93333333332,7546.0,4137.0,7809.0,2027.M06,0.3516309412861137,0.7194144985865545,-0.47022666154437187,-0.5119933829611248
Gucci Make up,Gucci Lips (01200),Gucci Metallic lipstick (00005664),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Gucci Make up,Gucci Lips (01200),Gucci Satin Lipstick (00005660),P_US_ALL_OTHERS,16833.0,6984.0,23173.0,11993.0,11993.0,32277.0,4799.0,8657.0,2027.M06,0.6572388515577275,0.7124695538525515,-0.44565091833198567,-0.39722953437189834
Gucci Make up,Gucci Lips (01200),Gucci Satin Lipstick (00005660),P_US_ULTA,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Lips (01200),Gucci Sheer Lipstick (00005661),P_US_ALL_OTHERS,8335.0,3430.0,86148.0,26557.5,26557.5,361.0,2377.0,3725.0,2027.M06,0.04151333946642134,3.18626274745051,-0.3618791946308725,-0.9203695965083345
Gucci Make up,Gucci Lips (01200),Gucci Sheer Lipstick (00005661),P_US_ULTA,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Lips (01200),Gucci Shine lipstick (00005671),P_US_ALL_OTHERS,52162.0,20476.0,52109.0,138147.92233502527,138147.92233502527,22363.0,9999.0,15441.0,2027.M06,0.3000738007380074,2.6484399051996714,-0.35243831358072664,-0.2141088871404172
Gucci Make up,Gucci Lips (01200),Gucci Shine lipstick (00005671),P_US_ULTA,0.0,0.0,0.0,77.6776649746192,77.6776649746192,0.0,0.0,0.0,2026.M08,,,,
Gucci Make up,Gucci Others (01202),Gucci Color Multiline (00005687),P_US_ALL_OTHERS,14214.0,665.0,66777.0,0.0,0.0,342.0,190.0,5805.0,,0.023495465787304205,0.0,-0.967269595176572,-0.9800829626967369
Gucci Make up,Gucci Others (01202),Gucci Nail Polish (00005688),P_US_ALL_OTHERS,5941.0,2345.0,9491.0,3040.0,3040.0,6908.0,1955.0,3552.0,2027.M06,0.5376293875009729,0.511698367278236,-0.44960585585585583,-0.5058476451374987
Gucci Make up,Gucci Others (01202),Gucci Nail Polish (00005858),P_US_ALL_OTHERS,119.0,25.0,188.0,0.0,0.0,0.0,51.0,106.0,,0.0,0.0,-0.5188679245283019,-0.7340425531914894
Kylie Jenner Fragrances,Cosmic Kylie Jenner (01246),Cosmic Kylie Jenner (00006014),P_US_ALL_OTHERS,113359.0,20650.0,207884.0,190723.0,320544.0,36.0,17377.0,35226.0,2029.M07,0.0003174743154460073,1.682468970262617,-0.5066995968886617,-0.8013315118046603
Kylie Jenner Fragrances,Cosmic Kylie Jenner (01246),Cosmic Kylie Jenner (00006014),P_US_ULTA,348819.0,91207.0,515703.0,192939.0,192939.0,8596.0,107823.0,167023.0,2027.M06,0.024050473539163158,0.5531206728991254,-0.3544422025709034,-0.646280901992038
Kylie Jenner Fragrances,Cosmic Kylie Jenner (01246),Cosmic Kylie Jenner FLANKER (00006785),P_US_ALL_OTHERS,61504.0,6301.0,810.0,2537.171934260429,4056.171934260429,0.0,4976.0,8660.0,2029.M07,0.0,0.04125214513300646,-0.4254041570438799,14.558024691358025
Kylie Jenner Fragrances,Cosmic Kylie Jenner (01246),Cosmic Kylie Jenner FLANKER (00006785),P_US_ULTA,56043.0,6222.0,545624.0,17181.82806573957,30625.82806573957,0.0,44284.0,42272.0,2029.M07,0.0,0.3065829464114978,0.04759651778955337,-0.9771930853481519
Kylie Jenner Fragrances,Cosmic Kylie Jenner (01246),Cosmic Kylie Jenner INTENSE (00007045),P_US_ALL_OTHERS,15442.0,15442.0,0.0,200148.0,214584.0,0.0,2152.0,1553.0,2028.M07,0.0,12.961274446315244,0.38570508692852545,
Kylie Jenner Fragrances,Cosmic Kylie Jenner (01246),Cosmic Kylie Jenner INTENSE (00007045),P_US_ULTA,299097.0,247914.0,0.0,15840.0,15840.0,687.0,99689.0,17485.0,2026.M08,0.002291649987991354,0.052959407817530765,4.701401201029454,
Kylie Jenner Fragrances,Cosmic Kylie Jenner (01246),Cosmic Kylie Jenner Pearl (00007271),P_US_ALL_OTHERS,0.0,0.0,0.0,410076.0,506772.0,0.0,0.0,0.0,2029.M06,,,,
Kylie Jenner Fragrances,Kylie Jenner Mist Collection (01409),Kylie Jenner Mist Collection (00007114),P_US_ALL_OTHERS,51340.0,19216.0,0.0,104570.0,104570.0,0.0,14832.0,17887.0,2027.M06,0.0,2.0368134008570316,-0.17079443171018058,
Kylie Jenner Fragrances,Kylie Jenner Mist Collection (01409),Kylie Jenner Mist Collection (00007114),P_US_ULTA,64708.0,64708.0,0.0,16927.0,17677.0,0.0,13320.0,0.0,2027.M12,0.0,0.26159052976448044,,
Kylie Jenner Fragrances,Kylie Jenner Mood Stones (01396),Kylie Jenner Mood Stones (00007046),P_US_ALL_OTHERS,1266.0,1266.0,0.0,908149.4344827586,1718047.4344827586,0.0,0.0,0.0,2028.M08,0.0,717.337625973743,,
Kylie Jenner Fragrances,Kylie Jenner Mood Stones (01396),Kylie Jenner Mood Stones (00007046),P_US_ULTA,414978.0,414978.0,0.0,48793.0,48793.0,0.0,106.0,0.0,2026.M08,0.0,0.1175797271180641,,
Kylie Makeup,Collection (01319),Kylie Birthday (00006441),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kylie Makeup,Collection (01319),Kylie Collab 1 (00006444),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,,,,-0.5,
Kylie Makeup,Collection (01319),Kylie Gift Set (00006458),P_US_ALL_OTHERS,0.0,0.0,53577.0,6824.0,6824.0,0.0,780.0,8083.0,2026.M10,,,-0.9035011753061982,-1.0
Kylie Makeup,Collection (01319),Kylie Gift Set (00006458),P_US_ULTA,0.0,0.0,39130.0,0.0,0.0,0.0,0.0,51.0,,,,-1.0,-1.0
Kylie Makeup,Collection (01319),Kylie Halloween (00006442),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kylie Makeup,Collection (01319),Kylie Holiday (00006439),P_US_ALL_OTHERS,25122.0,39.0,8089.0,25000.0,25000.0,0.0,1525.0,19936.0,2026.M10,0.0,0.9951436987500996,-0.9235052166934189,-0.9903572753121523
